Cn Gene Value calculated;Gene;Tumor Sample Barcode;Max. Gene Sort Value;Max. Weight for nested sorting
No change (-0.2 < CN < 0.2);KRAS;TCGA-E2-A1IF;-0,01061282;1679616
No change (-0.2 < CN < 0.2);TBX3;TCGA-E2-A1IF;-1,454685e-06;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A1IF;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A1BD;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A1BC;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-E2-A1B6;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);HRNR;TCGA-E2-A1B5;-0,000298002;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-E2-A1B5;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-E2-A1B0;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);CTCF;TCGA-E2-A15T;-4,002835e-06;1679616
No change (-0.2 < CN < 0.2);USP36;TCGA-E2-A15R;-0,04354078;1679616
No change (-0.2 < CN < 0.2);SP3;TCGA-E2-A15P;-0,01962505;1679616
No change (-0.2 < CN < 0.2);TBL1XR1;TCGA-E2-A15P;-0,01852866;1679616
No change (-0.2 < CN < 0.2);SPEN;TCGA-E2-A15P;-0,00116854;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A15P;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-E2-A15O;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);FBXW7;TCGA-E2-A15L;-0,06352646;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A15L;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);FGFR2;TCGA-E2-A15K;-0,02072257;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A15K;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);USP36;TCGA-E2-A15J;-0,04354078;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-E2-A15J;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);CASZ1;TCGA-E2-A15I;-0,04421066;1679616
No change (-0.2 < CN < 0.2);GPRIN2;TCGA-E2-A15I;-0,000467355;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-E2-A15H;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TBL1XR1;TCGA-E2-A15G;-0,01852866;1679616
No change (-0.2 < CN < 0.2);MYB;TCGA-E2-A15G;-0,01727468;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A15G;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-E2-A15D;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A15C;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-E2-A15C;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);RB1;TCGA-E2-A159;-2,039145e-06;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-E2-A159;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A156;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-E2-A156;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);USP36;TCGA-E2-A155;-0,04354078;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A154;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A153;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);EYS;TCGA-E2-A152;-0,0443534;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A152;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GPRIN2;TCGA-E2-A14Y;-0,000467355;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A14Y;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A14V;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A14U;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-E2-A14P;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-E2-A14N;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);SF3B1;TCGA-E2-A10F;-0,002870831;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A10F;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A10C;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A10B;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-E2-A10A;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-E2-A10A;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-E2-A108;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-E2-A105;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);ERBB2;TCGA-DK-AA77;-0,01710818;1679616
No change (-0.2 < CN < 0.2);FGFR3;TCGA-DK-AA77;-1,451597e-10;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-DK-AA77;-8,704942e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-DK-AA77;-5,077883e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-DK-AA77;-6,77051e-13;1679616
No change (-0.2 < CN < 0.2);RBM10;TCGA-DK-AA76;-0,001178105;1679616
No change (-0.2 < CN < 0.2);RXRA;TCGA-DK-AA76;-0,000922686;1679616
No change (-0.2 < CN < 0.2);ARID1A;TCGA-DK-AA76;-3,836622e-12;1679616
No change (-0.2 < CN < 0.2);ARID1B;TCGA-DK-AA74;-0,05386966;1679616
No change (-0.2 < CN < 0.2);NUDT11;TCGA-DK-AA74;-0,003204149;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-DK-AA74;-5,077883e-13;1679616
No change (-0.2 < CN < 0.2);CNOT1;TCGA-DK-AA71;-0,08089476;1679616
No change (-0.2 < CN < 0.2);HES1;TCGA-DK-AA71;-0,03029985;1679616
No change (-0.2 < CN < 0.2);KLF5;TCGA-DK-AA71;-0,000196550;1679616
No change (-0.2 < CN < 0.2);FOXA1;TCGA-DK-AA71;-1,219883e-06;1679616
No change (-0.2 < CN < 0.2);FGFR3;TCGA-DK-AA71;-1,451597e-10;1679616
No change (-0.2 < CN < 0.2);EP300;TCGA-DK-AA71;-3,781069e-11;1679616
No change (-0.2 < CN < 0.2);ARID1A;TCGA-DK-AA71;-3,836622e-12;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-DK-AA71;-6,77051e-13;1679616
No change (-0.2 < CN < 0.2);RPTN;TCGA-DK-AA6X;-0,05804315;1679616
No change (-0.2 < CN < 0.2);ERBB3;TCGA-DK-AA6X;-0,03119301;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-DK-AA6X;-8,704942e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-DK-AA6X;-6,77051e-13;1679616
No change (-0.2 < CN < 0.2);MBD1;TCGA-DK-AA6U;-0,004789179;1679616
No change (-0.2 < CN < 0.2);RHOA;TCGA-DK-AA6U;-2,637318e-05;1679616
No change (-0.2 < CN < 0.2);CREBBP;TCGA-DK-AA6U;-1,20586e-08;1679616
No change (-0.2 < CN < 0.2);EP300;TCGA-DK-AA6U;-3,781069e-11;1679616
No change (-0.2 < CN < 0.2);ERBB3;TCGA-DK-AA6S;-0,03119301;1679616
No change (-0.2 < CN < 0.2);FOXQ1;TCGA-DK-AA6S;-0,01160921;1679616
No change (-0.2 < CN < 0.2);FBXW7;TCGA-DK-AA6S;-0,000958311;1679616
No change (-0.2 < CN < 0.2);RXRA;TCGA-DK-AA6S;-0,000922686;1679616
No change (-0.2 < CN < 0.2);FAT1;TCGA-DK-AA6S;-0,000116499;1679616
No change (-0.2 < CN < 0.2);ERBB2;TCGA-DK-AA6R;-0,01710818;1679616
No change (-0.2 < CN < 0.2);ARID1A;TCGA-DK-AA6R;-3,836622e-12;1679616
No change (-0.2 < CN < 0.2);FGFR3;TCGA-DK-AA6P;-1,451597e-10;1679616
No change (-0.2 < CN < 0.2);ARID1A;TCGA-DK-AA6P;-3,836622e-12;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-DK-AA6P;-8,704942e-13;1679616
No change (-0.2 < CN < 0.2);CUL1;TCGA-DK-AA6M;-0,002056915;1679616
No change (-0.2 < CN < 0.2);PARD3;TCGA-DK-A6B6;-0,09809461;1679616
No change (-0.2 < CN < 0.2);CNOT1;TCGA-DK-A6B6;-0,08089476;1679616
No change (-0.2 < CN < 0.2);ERBB3;TCGA-DK-A6B6;-0,03119301;1679616
No change (-0.2 < CN < 0.2);DNAH6;TCGA-DK-A6B6;-0,02222557;1679616
No change (-0.2 < CN < 0.2);METTL3;TCGA-DK-A6B6;-0,01220648;1679616
No change (-0.2 < CN < 0.2);FOXQ1;TCGA-DK-A6B6;-0,01160921;1679616
No change (-0.2 < CN < 0.2);SCARF2;TCGA-DK-A6B6;-0,005845863;1679616
No change (-0.2 < CN < 0.2);ERBB2;TCGA-DK-A6B6;-0,01710818;1679616
No change (-0.2 < CN < 0.2);FAT1;TCGA-DK-A6B6;-0,000116499;1679616
No change (-0.2 < CN < 0.2);CDKN2A;TCGA-DK-A6B6;-2,538941e-12;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-DK-A6B6;-5,077883e-13;1679616
No change (-0.2 < CN < 0.2);ARID1A;TCGA-DK-A6B5;-3,836622e-12;1679616
No change (-0.2 < CN < 0.2);ARID1A;TCGA-DK-A6B2;-3,836622e-12;1679616
No change (-0.2 < CN < 0.2);ERBB3;TCGA-DK-A6B1;-0,03119301;1679616
No change (-0.2 < CN < 0.2);CNOT1;TCGA-DK-A6B0;-0,08089476;1679616
No change (-0.2 < CN < 0.2);KLF5;TCGA-DK-A6B0;-0,000196550;1679616
No change (-0.2 < CN < 0.2);CREBBP;TCGA-DK-A6B0;-1,20586e-08;1679616
No change (-0.2 < CN < 0.2);FGFR3;TCGA-DK-A6B0;-1,451597e-10;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-DK-A6B0;-8,704942e-13;1679616
No change (-0.2 < CN < 0.2);PARD3;TCGA-DK-A6AW;-0,09809461;1679616
No change (-0.2 < CN < 0.2);CNOT1;TCGA-DK-A6AW;-0,08089476;1679616
No change (-0.2 < CN < 0.2);RAI1;TCGA-DK-A6AW;-0,06793681;1679616
No change (-0.2 < CN < 0.2);ARID1B;TCGA-DK-A6AW;-0,05386966;1679616
No change (-0.2 < CN < 0.2);ATM;TCGA-DK-A6AW;-0,02104185;1679616
No change (-0.2 < CN < 0.2);METTL3;TCGA-DK-A6AW;-0,01220648;1679616
No change (-0.2 < CN < 0.2);FAM47C;TCGA-DK-A6AW;-0,01191107;1679616
No change (-0.2 < CN < 0.2);RBM10;TCGA-DK-A6AW;-0,001178105;1679616
No change (-0.2 < CN < 0.2);FBXW7;TCGA-DK-A6AW;-0,000958311;1679616
No change (-0.2 < CN < 0.2);ASXL2;TCGA-DK-A6AW;-0,000254107;1679616
No change (-0.2 < CN < 0.2);PSIP1;TCGA-DK-A6AW;-0,000196550;1679616
No change (-0.2 < CN < 0.2);C3orf70;TCGA-DK-A6AW;-0,000196550;1679616
No change (-0.2 < CN < 0.2);KRAS;TCGA-DK-A6AW;-1,578984e-06;1679616
No change (-0.2 < CN < 0.2);CREBBP;TCGA-DK-A6AW;-1,20586e-08;1679616
No change (-0.2 < CN < 0.2);EP300;TCGA-DK-A6AW;-3,781069e-11;1679616
No change (-0.2 < CN < 0.2);STAG2;TCGA-DK-A6AW;-4,671652e-12;1679616
No change (-0.2 < CN < 0.2);ARID1A;TCGA-DK-A6AW;-3,836622e-12;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-DK-A6AW;-6,77051e-13;1679616
No change (-0.2 < CN < 0.2);CNOT1;TCGA-DK-A3X1;-0,08089476;1679616
No change (-0.2 < CN < 0.2);THRAP3;TCGA-DK-A3X1;-0,04514966;1679616
No change (-0.2 < CN < 0.2);STAG2;TCGA-DK-A3X1;-4,671652e-12;1679616
No change (-0.2 < CN < 0.2);SPTAN1;TCGA-DK-A3WY;-0,05242592;1679616
No change (-0.2 < CN < 0.2);RPTN;TCGA-DK-A3WW;-0,05804315;1679616
No change (-0.2 < CN < 0.2);HES1;TCGA-DK-A3WW;-0,03029985;1679616
No change (-0.2 < CN < 0.2);ATM;TCGA-DK-A3WW;-0,02104185;1679616
No change (-0.2 < CN < 0.2);FAM47C;TCGA-DK-A3WW;-0,01191107;1679616
No change (-0.2 < CN < 0.2);CUL1;TCGA-DK-A3WW;-0,002056915;1679616
No change (-0.2 < CN < 0.2);EP300;TCGA-DK-A3WW;-3,781069e-11;1679616
No change (-0.2 < CN < 0.2);PTEN;TCGA-DK-A3WW;-0,000196550;1679616
No change (-0.2 < CN < 0.2);TSC1;TCGA-DK-A3WW;-5,077883e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-DK-A3WW;-6,77051e-13;1679616
No change (-0.2 < CN < 0.2);RPTN;TCGA-DK-A3IT;-0,05804315;1679616
No change (-0.2 < CN < 0.2);ERBB2;TCGA-DK-A3IS;-0,01710818;1679616
No change (-0.2 < CN < 0.2);FBXW7;TCGA-DK-A3IS;-0,000958311;1679616
No change (-0.2 < CN < 0.2);C3orf70;TCGA-DK-A3IS;-0,000196550;1679616
No change (-0.2 < CN < 0.2);STAG2;TCGA-DK-A3IS;-4,671652e-12;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-DK-A3IS;-8,704942e-13;1679616
No change (-0.2 < CN < 0.2);PTEN;TCGA-DK-A2I6;-0,000196550;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-DK-A2I6;-8,704942e-13;1679616
No change (-0.2 < CN < 0.2);PARD3;TCGA-DK-A2I4;-0,09809461;1679616
No change (-0.2 < CN < 0.2);RAI1;TCGA-DK-A2I4;-0,06793681;1679616
No change (-0.2 < CN < 0.2);HES1;TCGA-DK-A2I4;-0,03029985;1679616
No change (-0.2 < CN < 0.2);FOXQ1;TCGA-DK-A2I4;-0,01160921;1679616
No change (-0.2 < CN < 0.2);MBD1;TCGA-DK-A2I4;-0,004789179;1679616
No change (-0.2 < CN < 0.2);ERBB2;TCGA-DK-A2I4;-0,01710818;1679616
No change (-0.2 < CN < 0.2);C3orf70;TCGA-DK-A2I4;-0,000196550;1679616
No change (-0.2 < CN < 0.2);EP300;TCGA-DK-A2I4;-3,781069e-11;1679616
No change (-0.2 < CN < 0.2);CDKN1A;TCGA-DK-A2I4;-2,352752e-11;1679616
No change (-0.2 < CN < 0.2);SPTAN1;TCGA-DK-A2I1;-0,05242592;1679616
No change (-0.2 < CN < 0.2);RHOA;TCGA-DK-A2I1;-2,637318e-05;1679616
No change (-0.2 < CN < 0.2);CREBBP;TCGA-DK-A2I1;-1,20586e-08;1679616
No change (-0.2 < CN < 0.2);ERBB3;TCGA-DK-A1AG;-0,03119301;1679616
No change (-0.2 < CN < 0.2);ATM;TCGA-DK-A1AG;-0,02104185;1679616
No change (-0.2 < CN < 0.2);FAT1;TCGA-DK-A1AG;-0,000116499;1679616
No change (-0.2 < CN < 0.2);FGFR3;TCGA-DK-A1AG;-1,451597e-10;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-DK-A1AG;-8,704942e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-DK-A1AG;-6,77051e-13;1679616
No change (-0.2 < CN < 0.2);RXRA;TCGA-DK-A1AF;-0,000922686;1679616
No change (-0.2 < CN < 0.2);STAG2;TCGA-DK-A1AF;-4,671652e-12;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-DK-A1AF;-8,704942e-13;1679616
No change (-0.2 < CN < 0.2);CNOT1;TCGA-DK-A1AE;-0,08089476;1679616
No change (-0.2 < CN < 0.2);NFE2L2;TCGA-DK-A1AE;-0,001794759;1679616
No change (-0.2 < CN < 0.2);CREBBP;TCGA-DK-A1AD;-1,20586e-08;1679616
No change (-0.2 < CN < 0.2);STAG2;TCGA-DK-A1AD;-4,671652e-12;1679616
No change (-0.2 < CN < 0.2);ARID1A;TCGA-DK-A1AD;-3,836622e-12;1679616
No change (-0.2 < CN < 0.2);HES1;TCGA-DK-A1AC;-0,03029985;1679616
No change (-0.2 < CN < 0.2);FBXW7;TCGA-DK-A1AC;-0,000958311;1679616
No change (-0.2 < CN < 0.2);FOXA1;TCGA-DK-A1AC;-1,219883e-06;1679616
No change (-0.2 < CN < 0.2);CDKN1A;TCGA-DK-A1AC;-2,352752e-11;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-DK-A1AC;-5,077883e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-DK-A1AC;-6,77051e-13;1679616
No change (-0.2 < CN < 0.2);ERBB3;TCGA-DK-A1AA;-0,03119301;1679616
No change (-0.2 < CN < 0.2);STAG2;TCGA-DK-A1AA;-4,671652e-12;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-DK-A1AA;-8,704942e-13;1679616
No change (-0.2 < CN < 0.2);EP300;TCGA-DK-A1A7;-3,781069e-11;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-DK-A1A7;-8,704942e-13;1679616
No change (-0.2 < CN < 0.2);TXNIP;TCGA-DK-A1A6;-0,03475802;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-DK-A1A6;-8,704942e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-DK-A1A6;-5,077883e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A3Z6;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-D8-A3Z6;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TBX3;TCGA-D8-A3Z5;-1,454685e-06;1679616
No change (-0.2 < CN < 0.2);PTEN;TCGA-D8-A27V;-2,433787e-11;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A27T;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);ARID1A;TCGA-D8-A27R;-5,29455e-08;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A27P;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MYH9;TCGA-D8-A27N;-0,06053351;1679616
No change (-0.2 < CN < 0.2);PTEN;TCGA-D8-A27L;-2,433787e-11;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A27L;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-D8-A27L;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A27K;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-D8-A27K;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);RBMX;TCGA-D8-A27I;-6,586195e-06;1679616
No change (-0.2 < CN < 0.2);CDH1;TCGA-D8-A27I;-8,112622e-13;1679616
No change (-0.2 < CN < 0.2);ACTL6B;TCGA-D8-A27H;-0,05311451;1679616
No change (-0.2 < CN < 0.2);CASZ1;TCGA-D8-A27G;-0,04421066;1679616
No change (-0.2 < CN < 0.2);IL1RAP;TCGA-D8-A27G;-0,03889325;1679616
No change (-0.2 < CN < 0.2);GPRIN2;TCGA-D8-A27G;-0,000467355;1679616
No change (-0.2 < CN < 0.2);TBX3;TCGA-D8-A27G;-1,454685e-06;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A27G;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-D8-A27F;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-D8-A1XW;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);NCDN;TCGA-D8-A1XV;-0,0209785;1679616
No change (-0.2 < CN < 0.2);FOXA1;TCGA-D8-A1XV;-1,41354e-07;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A1XS;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);FRMPD2;TCGA-D8-A1XQ;-0,06569993;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-D8-A1XQ;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A1XO;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A1XM;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);IL1RAP;TCGA-D8-A1XK;-0,03889325;1679616
No change (-0.2 < CN < 0.2);IRS4;TCGA-D8-A1XK;-0,03207077;1679616
No change (-0.2 < CN < 0.2);ACTL6B;TCGA-D8-A1X6;-0,05311451;1679616
No change (-0.2 < CN < 0.2);TBX3;TCGA-D8-A1X6;-1,454685e-06;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-D8-A1X6;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A1JU;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-D8-A1JU;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-D8-A1JT;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TGS1;TCGA-D8-A1JS;-0,02683934;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A1JS;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);FOXA1;TCGA-D8-A1JN;-1,41354e-07;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A1JN;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-D8-A1JL;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);IL1RAP;TCGA-D8-A1JK;-0,03889325;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A1JK;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A1JJ;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-D8-A1JJ;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MED23;TCGA-D8-A1JH;-0,08951232;1679616
No change (-0.2 < CN < 0.2);RBMX;TCGA-D8-A1JH;-6,586195e-06;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-D8-A1JH;-0,008487218;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A1JH;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-D8-A1JH;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A1JG;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-D8-A1JF;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A1JF;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A1JE;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MYH9;TCGA-D8-A1JA;-0,06053351;1679616
No change (-0.2 < CN < 0.2);FGFR2;TCGA-D8-A1JA;-0,02072257;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-D8-A146;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MYB;TCGA-D8-A142;-0,01727468;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-D8-A142;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);RUNX1;TCGA-D8-A141;-3,676032e-11;1679616
No change (-0.2 < CN < 0.2);IRS4;TCGA-D8-A140;-0,03207077;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-D8-A140;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-D8-A13Z;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);RAI1;TCGA-CU-A3YL;-0,06793681;1679616
No change (-0.2 < CN < 0.2);RPTN;TCGA-CU-A3YL;-0,05804315;1679616
No change (-0.2 < CN < 0.2);FOXQ1;TCGA-CU-A3YL;-0,01160921;1679616
No change (-0.2 < CN < 0.2);CUL1;TCGA-CU-A3YL;-0,002056915;1679616
No change (-0.2 < CN < 0.2);FAT1;TCGA-CU-A3YL;-0,000116499;1679616
No change (-0.2 < CN < 0.2);CREBBP;TCGA-CU-A3YL;-1,20586e-08;1679616
No change (-0.2 < CN < 0.2);PARD3;TCGA-CU-A3QU;-0,09809461;1679616
No change (-0.2 < CN < 0.2);DNAH6;TCGA-CU-A3QU;-0,02222557;1679616
No change (-0.2 < CN < 0.2);ERCC2;TCGA-CU-A3QU;-1,092379e-09;1679616
No change (-0.2 < CN < 0.2);FAM47C;TCGA-CU-A3KJ;-0,01191107;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-CU-A3KJ;-8,704942e-13;1679616
No change (-0.2 < CN < 0.2);FGFR3;TCGA-CF-A9FM;-1,451597e-10;1679616
No change (-0.2 < CN < 0.2);FGFR3;TCGA-CF-A9FH;-1,451597e-10;1679616
No change (-0.2 < CN < 0.2);ASXL2;TCGA-CF-A9FF;-0,000254107;1679616
No change (-0.2 < CN < 0.2);CDKN1A;TCGA-CF-A9FF;-2,352752e-11;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-CF-A9FF;-6,77051e-13;1679616
No change (-0.2 < CN < 0.2);FGFR3;TCGA-CF-A7I0;-1,451597e-10;1679616
No change (-0.2 < CN < 0.2);CDKN1A;TCGA-CF-A7I0;-2,352752e-11;1679616
No change (-0.2 < CN < 0.2);ERBB2;TCGA-CF-A5UA;-0,01710818;1679616
No change (-0.2 < CN < 0.2);FGFR3;TCGA-CF-A5U8;-1,451597e-10;1679616
No change (-0.2 < CN < 0.2);STAG2;TCGA-CF-A5U8;-4,671652e-12;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-CF-A5U8;-8,704942e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-CF-A5U8;-5,077883e-13;1679616
No change (-0.2 < CN < 0.2);FGFR3;TCGA-CF-A47Y;-1,451597e-10;1679616
No change (-0.2 < CN < 0.2);EP300;TCGA-CF-A47Y;-3,781069e-11;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-CF-A47Y;-8,704942e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-CF-A47Y;-5,077883e-13;1679616
No change (-0.2 < CN < 0.2);CREBBP;TCGA-CF-A47X;-1,20586e-08;1679616
No change (-0.2 < CN < 0.2);ELF3;TCGA-CF-A47X;-5,077883e-13;1679616
No change (-0.2 < CN < 0.2);SF1;TCGA-CF-A47W;-0,02132329;1679616
No change (-0.2 < CN < 0.2);FGFR3;TCGA-CF-A47W;-1,451597e-10;1679616
No change (-0.2 < CN < 0.2);STAG2;TCGA-CF-A47W;-4,671652e-12;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-CF-A47W;-8,704942e-13;1679616
No change (-0.2 < CN < 0.2);DNAH6;TCGA-CF-A47V;-0,02222557;1679616
No change (-0.2 < CN < 0.2);STAG2;TCGA-CF-A3MI;-4,671652e-12;1679616
No change (-0.2 < CN < 0.2);CDKN1A;TCGA-CF-A3MG;-2,352752e-11;1679616
No change (-0.2 < CN < 0.2);ARID1A;TCGA-CF-A3MG;-3,836622e-12;1679616
No change (-0.2 < CN < 0.2);CDKN1A;TCGA-CF-A3MF;-2,352752e-11;1679616
No change (-0.2 < CN < 0.2);FAT1;TCGA-CF-A27C;-0,000116499;1679616
