Cn Gene Value calculated;Gene;Tumor Sample Barcode;Max. Gene Sort Value;Max. Weight for nested sorting
No change (-0.2 < CN < 0.2);STAG2;TCGA-CF-A27C;-4,671652e-12;1679616
No change (-0.2 < CN < 0.2);KLF5;TCGA-CF-A1HS;-0,000196550;1679616
No change (-0.2 < CN < 0.2);CDKN1A;TCGA-CF-A1HS;-2,352752e-11;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-CF-A1HS;-8,704942e-13;1679616
No change (-0.2 < CN < 0.2);ELF3;TCGA-CF-A1HS;-5,077883e-13;1679616
No change (-0.2 < CN < 0.2);FOXQ1;TCGA-CF-A1HR;-0,01160921;1679616
No change (-0.2 < CN < 0.2);ASXL2;TCGA-CF-A1HR;-0,000254107;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-C8-A3M8;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-C8-A278;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);RB1;TCGA-C8-A275;-2,039145e-06;1679616
No change (-0.2 < CN < 0.2);ERBB2;TCGA-C8-A274;-0,002898264;1679616
No change (-0.2 < CN < 0.2);RUNX1;TCGA-C8-A274;-3,676032e-11;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-C8-A274;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-C8-A273;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);NLGN3;TCGA-C8-A26Y;-0,03536438;1679616
No change (-0.2 < CN < 0.2);PTEN;TCGA-C8-A26Y;-2,433787e-11;1679616
No change (-0.2 < CN < 0.2);EYS;TCGA-C8-A26W;-0,0443534;1679616
No change (-0.2 < CN < 0.2);HRNR;TCGA-C8-A26W;-0,000298002;1679616
No change (-0.2 < CN < 0.2);SF3B1;TCGA-C8-A26V;-0,002870831;1679616
No change (-0.2 < CN < 0.2);RBMX;TCGA-C8-A26V;-6,586195e-06;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-C8-A26V;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);CDH1;TCGA-C8-A1HO;-8,112622e-13;1679616
No change (-0.2 < CN < 0.2);TBX3;TCGA-C8-A1HN;-1,454685e-06;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-C8-A1HN;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-C8-A1HL;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);RUNX1;TCGA-C8-A1HJ;-3,676032e-11;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-C8-A1HE;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-C8-A138;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-C8-A138;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);HRNR;TCGA-C8-A135;-0,000298002;1679616
No change (-0.2 < CN < 0.2);MYB;TCGA-C8-A133;-0,01727468;1679616
No change (-0.2 < CN < 0.2);NCOR1;TCGA-C8-A133;-0,000351306;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-C8-A133;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);KRAS;TCGA-C8-A131;-0,01061282;1679616
No change (-0.2 < CN < 0.2);TBX3;TCGA-C8-A131;-1,454685e-06;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-C8-A131;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-C8-A131;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-C8-A130;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);FRMPD2;TCGA-C8-A12Y;-0,06569993;1679616
No change (-0.2 < CN < 0.2);NLGN3;TCGA-C8-A12W;-0,03536438;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-C8-A12U;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);EYS;TCGA-C8-A12T;-0,0443534;1679616
No change (-0.2 < CN < 0.2);CTCF;TCGA-C8-A12T;-4,002835e-06;1679616
No change (-0.2 < CN < 0.2);ARID1A;TCGA-C8-A12T;-5,29455e-08;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-C8-A12T;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-C8-A12N;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-C8-A12N;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-C8-A12M;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GPRIN2;TCGA-C8-A12K;-0,000467355;1679616
No change (-0.2 < CN < 0.2);KLF5;TCGA-C4-A0F6;-0,000196550;1679616
No change (-0.2 < CN < 0.2);CREBBP;TCGA-C4-A0F0;-1,20586e-08;1679616
No change (-0.2 < CN < 0.2);SPTAN1;TCGA-BT-A42F;-0,05242592;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-BT-A42F;-5,077883e-13;1679616
No change (-0.2 < CN < 0.2);STAG2;TCGA-BT-A42E;-4,671652e-12;1679616
No change (-0.2 < CN < 0.2);FAM47C;TCGA-BT-A3PJ;-0,01191107;1679616
No change (-0.2 < CN < 0.2);MBD1;TCGA-BT-A3PJ;-0,004789179;1679616
No change (-0.2 < CN < 0.2);CREBBP;TCGA-BL-A5ZZ;-1,20586e-08;1679616
No change (-0.2 < CN < 0.2);PTEN;TCGA-BL-A5ZZ;-0,000196550;1679616
No change (-0.2 < CN < 0.2);ARID1A;TCGA-BL-A5ZZ;-3,836622e-12;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-BL-A5ZZ;-8,704942e-13;1679616
No change (-0.2 < CN < 0.2);ARID1A;TCGA-BL-A0C8;-3,836622e-12;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A42V;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-BH-A42V;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);FBXW7;TCGA-BH-A2L8;-0,06352646;1679616
No change (-0.2 < CN < 0.2);FOXA1;TCGA-BH-A2L8;-1,41354e-07;1679616
No change (-0.2 < CN < 0.2);PTEN;TCGA-BH-A2L8;-2,433787e-11;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A2L8;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-BH-A2L8;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TBX3;TCGA-BH-A28Q;-1,454685e-06;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A202;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);SF3B1;TCGA-BH-A201;-0,002870831;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A18I;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);SPEN;TCGA-BH-A18H;-0,00116854;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A18H;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MYH9;TCGA-BH-A18G;-0,06053351;1679616
No change (-0.2 < CN < 0.2);NLGN3;TCGA-BH-A18G;-0,03536438;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-BH-A18G;-0,008487218;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-BH-A18G;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A18F;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0W7;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);CTCF;TCGA-BH-A0W5;-4,002835e-06;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0W5;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-BH-A0W5;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);CDKN1B;TCGA-BH-A0W4;-2,00544e-09;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0W3;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MUC6;TCGA-BH-A0RX;-0,02676936;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-BH-A0RX;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);SF3B1;TCGA-BH-A0HY;-0,002870831;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-BH-A0HX;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TBX3;TCGA-BH-A0HQ;-1,454685e-06;1679616
No change (-0.2 < CN < 0.2);SF3B1;TCGA-BH-A0HP;-0,002870831;1679616
No change (-0.2 < CN < 0.2);SPEN;TCGA-BH-A0HP;-0,00116854;1679616
No change (-0.2 < CN < 0.2);RUNX1;TCGA-BH-A0HP;-3,676032e-11;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-BH-A0HP;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MYH9;TCGA-BH-A0HK;-0,06053351;1679616
No change (-0.2 < CN < 0.2);IRS4;TCGA-BH-A0HK;-0,03207077;1679616
No change (-0.2 < CN < 0.2);RBMX;TCGA-BH-A0HK;-6,586195e-06;1679616
No change (-0.2 < CN < 0.2);FOXA1;TCGA-BH-A0HK;-1,41354e-07;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0HI;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);NLGN3;TCGA-BH-A0HA;-0,03536438;1679616
No change (-0.2 < CN < 0.2);TFE3;TCGA-BH-A0HA;-0,02683934;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-BH-A0HA;-0,008487218;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0HA;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);NF1;TCGA-BH-A0H9;-0,00196304;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0H9;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);HRNR;TCGA-BH-A0H5;-0,000298002;1679616
No change (-0.2 < CN < 0.2);NCOR1;TCGA-BH-A0H3;-0,000351306;1679616
No change (-0.2 < CN < 0.2);RUNX1;TCGA-BH-A0H3;-3,676032e-11;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0H3;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-BH-A0H3;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);ACTL6B;TCGA-BH-A0H0;-0,05311451;1679616
No change (-0.2 < CN < 0.2);MAP2K4;TCGA-BH-A0GY;-6,454328e-09;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-BH-A0GY;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0EE;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);SPEN;TCGA-BH-A0EB;-0,00116854;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0EB;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PTEN;TCGA-BH-A0E9;-2,433787e-11;1679616
No change (-0.2 < CN < 0.2);PAX2;TCGA-BH-A0E7;-0,09898851;1679616
No change (-0.2 < CN < 0.2);MYB;TCGA-BH-A0E7;-0,01727468;1679616
No change (-0.2 < CN < 0.2);TBX3;TCGA-BH-A0E7;-1,454685e-06;1679616
No change (-0.2 < CN < 0.2);ARID1A;TCGA-BH-A0E7;-5,29455e-08;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-BH-A0E7;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-BH-A0E6;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-BH-A0E2;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);SPEN;TCGA-BH-A0DZ;-0,00116854;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-BH-A0DZ;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0DX;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0DV;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-BH-A0DV;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0DT;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-BH-A0DT;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);SF3B1;TCGA-BH-A0DQ;-0,002870831;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0DP;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0DO;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-BH-A0DL;-0,008487218;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-BH-A0DL;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-BH-A0DK;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-BH-A0DG;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0DE;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);SPEN;TCGA-BH-A0C7;-0,00116854;1679616
No change (-0.2 < CN < 0.2);RUNX1;TCGA-BH-A0C3;-3,676032e-11;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-BH-A0C3;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-BH-A0C0;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);NLGN3;TCGA-BH-A0BZ;-0,03536438;1679616
No change (-0.2 < CN < 0.2);NLGN3;TCGA-BH-A0BW;-0,03536438;1679616
No change (-0.2 < CN < 0.2);USP36;TCGA-BH-A0BV;-0,04354078;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0BV;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);FGFR2;TCGA-BH-A0BT;-0,02072257;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-BH-A0BT;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0BT;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-BH-A0BS;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PAX2;TCGA-BH-A0BR;-0,09898851;1679616
No change (-0.2 < CN < 0.2);ACTL6B;TCGA-BH-A0BR;-0,05311451;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0BO;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-BH-A0BO;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);CDC42EP1;TCGA-BH-A0BM;-0,008173351;1679616
No change (-0.2 < CN < 0.2);RUNX1;TCGA-BH-A0BM;-3,676032e-11;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0BM;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-BH-A0BL;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0BJ;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);RBMX;TCGA-BH-A0BG;-6,586195e-06;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-BH-A0BG;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0BD;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0BA;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);USP36;TCGA-BH-A0B9;-0,04354078;1679616
No change (-0.2 < CN < 0.2);HRNR;TCGA-BH-A0B7;-0,000298002;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-BH-A0B7;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);EYS;TCGA-BH-A0B6;-0,0443534;1679616
No change (-0.2 < CN < 0.2);IRS4;TCGA-BH-A0B6;-0,03207077;1679616
No change (-0.2 < CN < 0.2);MUC6;TCGA-BH-A0B6;-0,02676936;1679616
No change (-0.2 < CN < 0.2);SPEN;TCGA-BH-A0B6;-0,00116854;1679616
No change (-0.2 < CN < 0.2);RBMX;TCGA-BH-A0B6;-6,586195e-06;1679616
No change (-0.2 < CN < 0.2);CDKN1B;TCGA-BH-A0B6;-2,00544e-09;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0B6;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0B5;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-BH-A0B3;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0B0;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-BH-A0AZ;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-B6-A40C;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);NLGN3;TCGA-B6-A40B;-0,03536438;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-B6-A40B;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GPRIN2;TCGA-B6-A408;-0,000467355;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-B6-A408;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TPP2;TCGA-B6-A402;-0,08620584;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-B6-A401;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-B6-A401;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-B6-A400;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-B6-A1KI;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-B6-A1KI;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-B6-A1KF;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);SF3B1;TCGA-B6-A0WT;-0,002870831;1679616
No change (-0.2 < CN < 0.2);FRMPD2;TCGA-B6-A0RV;-0,06569993;1679616
No change (-0.2 < CN < 0.2);ACTL6B;TCGA-B6-A0RU;-0,05311451;1679616
No change (-0.2 < CN < 0.2);SPEN;TCGA-B6-A0RO;-0,00116854;1679616
No change (-0.2 < CN < 0.2);NCOR1;TCGA-B6-A0RO;-0,000351306;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-B6-A0RO;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TBL1XR1;TCGA-B6-A0RN;-0,01852866;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-B6-A0RN;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);SPEN;TCGA-B6-A0RI;-0,00116854;1679616
No change (-0.2 < CN < 0.2);TBX3;TCGA-B6-A0RI;-1,454685e-06;1679616
No change (-0.2 < CN < 0.2);ARID1A;TCGA-B6-A0RG;-5,29455e-08;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-B6-A0RG;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-B6-A0IQ;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PAX2;TCGA-B6-A0IO;-0,09898851;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-B6-A0IO;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TCP11;TCGA-B6-A0IJ;-0,00196304;1679616
No change (-0.2 < CN < 0.2);TCP11;TCGA-B6-A0IA;-0,00196304;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-B6-A0I5;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-B6-A0I5;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);SF3B1;TCGA-B6-A0I2;-0,002870831;1679616
No change (-0.2 < CN < 0.2);TGS1;TCGA-AR-A5QN;-0,02683934;1679616
No change (-0.2 < CN < 0.2);CDH1;TCGA-AR-A5QM;-8,112622e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AR-A5QM;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TBX3;TCGA-AR-A2LR;-1,454685e-06;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-AR-A2LR;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AR-A2LM;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AR-A2LJ;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MYH9;TCGA-AR-A2LE;-0,06053351;1679616
No change (-0.2 < CN < 0.2);SPEN;TCGA-AR-A2LE;-0,00116854;1679616
No change (-0.2 < CN < 0.2);ARID1A;TCGA-AR-A2LE;-5,29455e-08;1679616
No change (-0.2 < CN < 0.2);RUNX1;TCGA-AR-A254;-3,676032e-11;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-AR-A252;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-AR-A24X;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AR-A24T;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);ICOSLG;TCGA-AR-A24S;-0,0454224;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AR-A24S;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);FOXA1;TCGA-AR-A24O;-1,41354e-07;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AR-A24O;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-AR-A24N;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-AR-A24K;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AR-A24K;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);ACTL6B;TCGA-AR-A24H;-0,05311451;1679616
No change (-0.2 < CN < 0.2);NF1;TCGA-AR-A1AW;-0,00196304;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-AR-A1AW;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AR-A1AW;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AR-A1AV;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-AR-A1AV;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GPRIN2;TCGA-AR-A1AS;-0,000467355;1679616
No change (-0.2 < CN < 0.2);KRAS;TCGA-AR-A1AS;-0,01061282;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-AR-A1AS;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);RB1;TCGA-AR-A1AQ;-2,039145e-06;1679616
No change (-0.2 < CN < 0.2);AQP12A;TCGA-AR-A1AP;-0,009255946;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-AR-A1AP;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);RUNX1;TCGA-AR-A1AN;-3,676032e-11;1679616
No change (-0.2 < CN < 0.2);SF3B1;TCGA-AR-A1AM;-0,002870831;1679616
No change (-0.2 < CN < 0.2);KRAS;TCGA-AR-A1AL;-0,01061282;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AR-A1AL;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PTEN;TCGA-AR-A1AJ;-2,433787e-11;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-AR-A1AJ;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-AR-A1AI;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-AR-A0U0;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);CASZ1;TCGA-AR-A0TX;-0,04421066;1679616
No change (-0.2 < CN < 0.2);TGS1;TCGA-AR-A0TX;-0,02683934;1679616
No change (-0.2 < CN < 0.2);SPEN;TCGA-AR-A0TX;-0,00116854;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-AR-A0TS;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TBX3;TCGA-AQ-A1H3;-1,454685e-06;1679616
No change (-0.2 < CN < 0.2);CDKN1B;TCGA-AQ-A1H3;-2,00544e-09;1679616
No change (-0.2 < CN < 0.2);AQP12A;TCGA-AQ-A1H2;-0,009255946;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AQ-A1H2;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);NF1;TCGA-AO-A12H;-0,00196304;1679616
No change (-0.2 < CN < 0.2);FRMPD2;TCGA-AO-A12E;-0,06569993;1679616
No change (-0.2 < CN < 0.2);CASZ1;TCGA-AO-A12E;-0,04421066;1679616
No change (-0.2 < CN < 0.2);MUC6;TCGA-AO-A12E;-0,02676936;1679616
No change (-0.2 < CN < 0.2);AQP12A;TCGA-AO-A12E;-0,009255946;1679616
No change (-0.2 < CN < 0.2);GPRIN2;TCGA-AO-A12E;-0,000467355;1679616
No change (-0.2 < CN < 0.2);HRNR;TCGA-AO-A12E;-0,000298002;1679616
No change (-0.2 < CN < 0.2);KDM6A;TCGA-AO-A12A;-0,008487218;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AO-A12A;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;TCGA-AO-A12A;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);FRMPD2;TCGA-AO-A129;-0,06569993;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-AO-A129;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TFE3;TCGA-AO-A128;-0,02683934;1679616
No change (-0.2 < CN < 0.2);MUC6;TCGA-AO-A128;-0,02676936;1679616
No change (-0.2 < CN < 0.2);CDC42EP1;TCGA-AO-A128;-0,008173351;1679616
No change (-0.2 < CN < 0.2);ERBB2;TCGA-AO-A128;-0,002898264;1679616
No change (-0.2 < CN < 0.2);NCOR1;TCGA-AO-A128;-0,000351306;1679616
No change (-0.2 < CN < 0.2);TBX3;TCGA-AO-A128;-1,454685e-06;1679616
No change (-0.2 < CN < 0.2);CBFB;TCGA-AO-A128;-2,028155e-12;1679616
No change (-0.2 < CN < 0.2);CDH1;TCGA-AO-A128;-8,112622e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-AO-A128;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);HRNR;TCGA-AO-A126;-0,000298002;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AO-A126;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AO-A125;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-AO-A124;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);ICOSLG;TCGA-AO-A0JL;-0,0454224;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-AO-A0JL;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP2K4;TCGA-AO-A0JF;-6,454328e-09;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AO-A0JF;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-AO-A0JF;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);EYS;TCGA-AO-A0JD;-0,0443534;1679616
No change (-0.2 < CN < 0.2);HRNR;TCGA-AO-A0JD;-0,000298002;1679616
No change (-0.2 < CN < 0.2);HRNR;TCGA-AO-A0JB;-0,000298002;1679616
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AO-A0JA;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);RUNX1;TCGA-AO-A0J8;-3,676032e-11;1679616
No change (-0.2 < CN < 0.2);TP53;TCGA-AO-A0J6;-4,567e-13;1679616
